CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,MarginalWorkers2011,MarginalWorkersMale2011,MarginalWorkersFemale2011,PerMarginalWorkers2011,PerMarginalMale2011,PerMarginalFemale2011,PerMarginalWorkersMale2011,PerMarginalWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,MarginalWorkersTotal2001,MarginalWorkersMale2001,MarginalWorkerFemale2001,PerMarginalWorkers2001,PerMarginalMale2001,PerMarginalFemale2001,PerMarginalWorkersMale2001,PerMarginalWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,,PPChangeinMarginal,PPChangeinMarginalMale,PPChangeinMarginalFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Chandigarh,55,District - Chandigarh ,0,1055450,580663,474787,18243,11076,7167,1.728457056,1.907474731,1.509519005,60.7136984,39.2863016,5.108808858,11.68119279,9.685906923,12.90906101,60.61503042,94.89119114,900635,506938,393697,143191,67099,76092,15.89889356,13.23613539,19.32755393,46.85978867,53.14021133,58.43523685,17.73644992,6.095355155,2.45406485,15.27889323,41.56476315,,-14.1704365,-11.32866065,-17.81803493,-13.85390973,-53.32642799,-6.05525713,3.590551768,10.45499616,45.3361372
Uttarkashi,56,District - Uttarkashi ,0,330086,168597,161489,28930,12615,16315,8.764382615,7.482339543,10.1028553,43.60525406,56.39474594,80.70860698,3.968199101,1.634980989,3.957829243,9.730383685,19.29139302,295013,152016,142997,89966,39458,50508,30.49560528,25.95647827,35.32102072,43.8587911,56.1412089,66.84080653,12.85485628,4.878509659,1.647288976,13.77853856,33.15919347,,-21.73122266,-18.47413872,-25.21816542,0.253537037,13.86780046,-8.886657178,-3.243528671,2.310540267,-4.048154874
Chamoli,57,District - Chamoli ,0,391605,193991,197614,65818,28440,37378,16.80724199,14.66047394,18.9146518,43.21006412,56.78993588,83.63669513,2.750007597,1.118235133,5.022942052,7.472120089,16.36330487,370359,183745,186614,119948,42645,77303,32.38695428,23.2087948,41.42400892,35.55290626,64.44709374,78.5823857,8.275252609,2.611965185,1.332243972,9.198152533,21.4176143,,-15.57971229,-8.548320858,-22.50935712,-7.657157857,5.054309429,-5.525245013,-1.493730052,3.69069808,-1.726032444
Rudraprayag,58,District - Rudraprayag ,0,242285,114589,127696,34097,14716,19381,14.07309573,12.84241943,15.1774527,43.15922222,56.84077778,82.92518403,1.413614101,1.102736311,4.619174707,9.939290847,17.07481597,227439,107535,119904,61171,23598,37573,26.89556321,21.94448319,31.33590205,38.57710353,61.42289647,84.29157607,8.584133004,2.25924049,0.683330336,4.181720096,15.70842393,,-12.82246747,-9.102063762,-16.15844935,-4.58211869,-1.36639204,-7.170518903,-1.156504179,3.935844371,5.757570751
Tehri Garhwal,59,District - Tehri Garhwal ,0,618931,297986,320945,114583,42368,72215,18.51304911,14.21811763,22.50074,36.97581666,63.02418334,83.33260606,1.556949984,0.78545683,4.878559647,9.446427481,16.66739394,604747,295168,309579,159579,82450,77129,26.38772908,27.9332448,24.91415761,51.66719932,48.33280068,79.80436022,8.722952268,3.496700694,1.406826713,6.569160103,20.19563978,,-7.874679971,-13.71512717,-2.413417612,14.69138266,3.528245836,-7.166002284,-2.711243863,3.471732934,2.877267378
Dehradun,60,District - Dehradun ,0,1696694,892199,804495,94211,58861,35350,5.552621746,6.597294998,4.39406087,62.47784229,37.52215771,40.09829001,6.801753511,6.10650561,13.78183015,33.21162072,59.90170999,1282143,679583,602560,167529,64540,102989,13.06632723,9.497000366,17.09190786,38.52467334,61.47532666,77.42002877,9.064102335,3.071706988,1.371105898,9.073056008,22.57997123,,-7.513705489,-2.899705368,-12.69784699,-23.95316895,-37.32173876,-2.262348824,3.034798622,12.41072425,24.13856472
Garhwal,61,District - Garhwal ,0,687271,326829,360442,109701,45445,64256,15.96182583,13.90482485,17.82700129,41.42624042,58.57375958,79.9947129,2.415657104,1.493149561,6.169497088,9.926983346,20.0052871,697078,331061,366017,207679,76103,131576,29.7927922,22.98760651,35.94805706,36.64453315,63.35546685,92.82161413,3.424997231,0.946171736,0.60237193,2.204844977,7.178385874,,-13.83096637,-9.082781666,-18.12105576,-4.781707267,-12.82690122,-1.009340127,0.546977825,5.567125158,7.722138369
Pithoragarh,62,District - Pithoragarh ,0,483439,239306,244133,71453,33436,38017,14.78014806,13.97206923,15.57224955,46.79439632,53.20560368,76.46005066,4.77236785,1.438707962,8.677032455,8.65184107,23.53994934,462289,227615,234674,94381,31671,62710,20.41601682,13.91428509,26.7221763,33.5565421,66.4434579,90.73224484,4.839957195,1.129464617,0.326336869,2.971996482,9.267755163,,-5.635868756,0.057784147,-11.14992674,-13.23785422,-14.27219417,-0.067589345,0.309243345,8.350695586,5.679844588
Bageshwar,63,District - Bageshwar ,0,259898,124326,135572,45536,19931,25605,17.52071967,16.03124045,18.88664326,43.76976458,56.23023542,82.79383345,3.60154603,0.909170766,5.826159522,6.869290232,17.20616655,249462,118510,130952,117614,50820,66794,47.14706047,42.88245718,51.00647566,43.20914177,56.79085823,80.28040879,7.65555121,2.693556889,1.556787457,7.813695648,19.71959121,,-29.62634081,-26.85121673,-32.1198324,-0.560622813,2.513424656,-4.05400518,-1.784386123,4.269372065,-0.944405417
Almora,64,District - Almora,0,622506,291081,331425,97353,40250,57103,15.63888541,13.82776615,17.22953911,41.34438589,58.65561411,85.17765246,1.581872156,1.002537159,5.589966411,6.647971814,14.82234754,630567,293848,336719,129418,55133,74285,20.52406802,18.76242139,22.06142214,42.60072015,57.39927985,81.57984206,6.218609467,2.901451112,1.727734936,7.572362423,18.42015794,,-4.885182613,-4.934655233,-4.831883024,1.256334252,3.597810398,-4.636737311,-1.898913953,3.862231474,-0.924390609
Champawat,65,District - Champawat ,0,259648,131125,128523,36868,17078,19790,14.19922356,13.02421354,15.39802214,46.32201367,53.67798633,84.71845503,2.064120647,1.434848649,6.092003906,5.69057177,15.28154497,224542,111084,113458,140582,60983,79599,62.60833163,54.89809514,70.1572388,43.37895321,56.62104679,85.00305871,6.22483675,2.039379152,1.187207466,5.545517918,14.99694129,,-48.40910806,-41.8738816,-54.75921666,-2.943060462,-0.284603684,-4.160716103,-0.604530503,4.90479644,0.145053851
Nainital,66,District - Nainital ,0,954605,493666,460939,80351,40019,40332,8.417198737,8.106493054,8.749964746,49.80522956,50.19477044,67.06699357,5.050341626,3.955146793,8.213961245,15.71355677,32.93300643,762909,400254,362655,132168,55294,76874,17.3242156,13.81472765,21.19755691,41.83614793,58.16385207,77.20476969,10.99585376,2.784335089,2.023939229,6.991102234,22.79523031,,-8.907016864,-5.708234594,-12.44759216,-7.969081622,-10.13777612,-5.945512136,1.170811705,6.190022016,8.722454536
Udham Singh Nagar,67,District - Udham Singh Nagar ,0,1648902,858783,790119,140894,71834,69060,8.544716423,8.364627618,8.740455552,50.98442801,49.01557199,64.29798288,9.754851165,4.031399492,5.885275455,16.03049101,35.70201712,1235614,649484,586130,121805,45869,75936,9.857852048,7.062375671,12.95548769,37.65773162,62.34226838,81.22162473,7.823980953,2.250318131,1.282377571,7.421698617,18.77837527,,-1.313135624,1.302251948,-4.215032139,-13.32669639,-16.92364185,1.930870212,1.78108136,4.602897885,8.608792391
Hardwar,68,District - Hardwar ,0,1890422,1005295,885127,82754,56997,25757,4.377541099,5.669679049,2.90997789,68.87522053,31.12477947,42.16110399,13.60659303,6.481861904,11.17529062,26.57515045,57.83889601,1447187,776021,671166,96023,33405,62618,6.635148049,4.304651549,9.329733628,34.78854025,65.21145975,83.41543172,7.43780136,2.195307374,0.867500495,6.083959051,16.58456828,,-2.25760695,1.3650275,-6.419755738,-34.08668029,-41.25432772,6.168791675,4.28655453,10.30779013,20.49119139
Panchkula,69,District - Panchkula ,0,561293,299679,261614,28153,15966,12187,5.015740442,5.32770064,4.658389842,56.71154051,43.28845949,44.85134799,10.45714489,3.523603168,11.18175683,29.98614712,55.14865201,468411,256939,211472,15137,5403,9734,3.231563734,2.102833747,4.602973443,35.69399485,64.30600515,74.67794147,11.36288564,2.919997357,1.156107551,9.883067979,25.32205853,,1.784176709,3.224866893,0.055416398,-21.01754566,-29.82659348,-0.905740758,0.603605811,10.02564928,20.10307915
Ambala,70,District - Ambala ,0,1128350,598703,529647,52798,38228,14570,4.679221873,6.385135869,2.7508888,72.40425774,27.59574226,38.81207622,11.01935679,5.841130346,15.29982196,29.02761468,61.18792378,1014411,542977,471434,101577,55271,46306,10.01339694,10.17925253,9.822371742,54.41290843,45.58709157,62.17155458,10.17848529,5.71290745,4.719572344,17.21748034,37.82844542,,-5.334175064,-3.794116659,-7.071482943,-17.9913493,-23.35947837,0.840871507,0.128222896,10.58024962,11.81013435
Yamunanagar,71,District - Yamunanagar ,0,1214205,646718,567487,50484,35688,14796,4.157782253,5.518324834,2.607284396,70.6917043,29.3082957,51.02210601,14.29363759,4.742096506,11.40559385,18.53656604,48.97789399,1041630,559444,482186,71133,40178,30955,6.829008381,7.181773332,6.41972185,56.48292635,43.51707365,51.81701882,15.44149691,6.389439501,4.997680402,21.35436436,48.18298118,,-2.671226129,-1.663448498,-3.812437454,-14.20877795,-0.79491281,-1.147859326,-1.647342995,6.40791345,-2.817798319
Kurukshetra,72,District - Kurukshetra ,0,964655,510976,453679,50961,24133,26828,5.28282132,4.722922407,5.913432184,47.35582112,52.64417888,68.97627598,9.552402818,3.269166618,8.214124527,9.988030062,31.02372402,825454,442328,383126,39197,19520,19677,4.74853838,4.413014776,5.135908291,49.79972957,50.20027043,70.67632727,8.834859811,4.691685588,2.502742557,13.29438477,29.32367273,,0.534282939,0.309907631,0.777523893,2.443908453,-1.700051294,0.717543007,-1.422518971,5.71138197,-3.306354712
Kaithal,73,District - Kaithal ,0,1074304,571003,503301,82938,42441,40497,7.720161146,7.432710511,8.04627847,51.17195978,48.82804022,68.41978345,7.661144469,3.535170851,9.298512142,11.08538909,31.58021655,946131,510513,435618,313647,127117,186530,33.15048339,24.89985564,42.81962637,40.52868352,59.47131648,91.93424455,3.837116249,1.291579387,0.614066132,2.322993684,8.065755451,,-25.43032224,-17.46714512,-34.7733479,-10.64327626,-23.5144611,3.824028221,2.243591463,8.68444601,8.762395402
Karnal,74,District - Karnal ,0,1505324,797712,707612,104262,59480,44782,6.926216549,7.45632509,6.328609464,57.04858913,42.95141087,62.13001861,10.6443383,3.109474209,9.059868408,15.05630047,37.86998139,1274183,683368,590815,261450,122390,139060,20.51903063,17.90982311,23.53697858,46.81200994,53.18799006,88.82424938,5.455727673,1.7881048,0.66054695,3.271371199,11.17575062,,-13.59281408,-10.45349802,-17.20836912,-10.23657919,-26.69423077,5.188610629,1.321369409,8.399321459,11.78492927
Panipat,75,District - Panipat ,0,1205437,646857,558580,73543,42007,31536,6.100940987,6.494016452,5.645744567,57.11896442,42.88103558,52.56108671,19.83057531,3.181812001,6.766109623,17.66041636,47.43891329,967449,528860,438589,27855,14178,13677,2.87922154,2.680860719,3.118409262,50.89929995,49.10070005,87.39544067,5.697361335,2.060671334,0.542092982,4.304433674,12.60455933,,3.221719446,3.813155733,2.527335304,-6.219664469,-34.83435396,14.13321397,1.121140667,6.224016641,13.35598268
Sonipat,76,District - Sonipat ,0,1450001,781299,668702,126069,64333,61736,8.694407797,8.234107557,9.232214051,51.02999151,48.97000849,67.57172659,9.493214034,2.700108671,6.777241035,13.45770967,32.42827341,1279175,695723,583452,141463,60946,80517,11.0589247,8.760095613,13.80010695,43.08264352,56.91735648,84.29341948,9.19887179,2.15179941,0.75001944,3.605889879,15.70658052,,-2.364516901,-0.525988056,-4.567892899,-7.947347994,-16.72169289,0.294342244,0.54830926,6.027221595,9.851819788
Jind,77,District - Jind ,0,1334152,713006,621146,137812,55428,82384,10.32955765,7.773847625,13.26322636,40.22000987,59.77999013,79.11067251,4.832670595,1.972252054,6.096711462,7.987693379,20.88932749,1189827,642282,547545,351174,133673,217501,29.51471096,20.81219776,39.72294515,38.06460615,61.93539385,90.59212812,4.732127094,1.319858532,0.386987647,2.968898609,9.407871881,,-19.18515331,-13.03835013,-26.45971879,-2.155403719,-11.48145561,0.100543501,0.652393522,5.709723815,5.018794771
Fatehabad,78,District - Fatehabad ,0,942011,495360,446651,82906,32582,50324,8.8009588,6.57743863,11.26696235,39.29993004,60.70006996,78.27901479,5.23001954,2.339999518,6.814947048,7.336019106,21.72098521,806158,427862,378296,201874,52047,149827,25.04149311,12.1644362,39.60575845,25.78192338,74.21807662,94.70709452,2.464903851,0.892636001,0.261053925,1.674311699,5.292905476,,-16.24053431,-5.586997566,-28.33879611,-13.51800666,-16.42807974,2.765115689,1.447363517,6.553893124,5.661707407
Sirsa,79,District - Sirsa ,0,1295189,682582,612607,102750,38560,64190,7.933205115,5.649138126,10.47816953,37.52798054,62.47201946,79.06180049,5.193187348,3.43163017,4.354257908,7.959124088,20.93819951,1116649,593245,523404,197383,66049,131334,17.67636921,11.13351145,25.09228053,33.46235491,66.53764509,92.52367225,4.009463834,1.134849506,0.304484175,2.027530233,7.476327749,,-9.743164093,-5.484373324,-14.614111,-4.065625621,-13.46187176,1.183723514,2.296780665,4.049773732,5.931593854
Hisar,80,District - Hisar ,0,1743931,931562,812369,160272,68303,91969,9.190271863,7.332093838,11.32108685,42.61692623,57.38307377,73.70470201,4.811819906,2.514475392,8.269691524,10.69931117,26.29529799,1537117,830520,706597,58737,27313,31424,3.821244577,3.288662525,4.447230883,46.50050224,53.49949776,82.61232273,11.28419906,2.082162862,0.759316955,3.2619984,17.38767727,,5.369027286,4.043431313,6.873855963,3.883576013,-8.90762072,-6.472379151,0.43231253,7.510374569,7.437312771
Bhiwani,81,District - Bhiwani ,0,1634445,866672,767773,176938,72405,104533,10.82557076,8.354371665,13.61509196,40.92111361,59.07888639,77.57745651,6.34911664,1.492048062,6.118527394,8.462851394,22.42254349,1425022,758253,666769,177370,60290,117080,12.44682538,7.95117197,17.55930465,33.99109207,66.00890793,92.53425044,2.696059086,1.504764053,0.450470767,2.814455658,7.465749563,,-1.621254623,0.403199695,-3.944212686,-6.930021543,-14.95679393,3.653057554,-0.012715991,5.668056626,5.648395737
Rohtak,82,District - Rohtak ,0,1061204,568479,492725,56590,33135,23455,5.332622191,5.828711351,4.760261809,58.55274784,41.44725216,61.12387348,10.34104966,3.940625552,12.68068563,11.91376568,38.87612652,940128,509038,431090,234807,76280,158527,24.97606709,14.98512881,36.77352757,32.48625467,67.51374533,91.51047456,4.378489568,1.470995328,0.540443854,2.09959669,8.48952544,,-19.6434449,-9.156417461,-32.01326576,-26.06649317,-30.38660108,5.962560087,2.469630224,12.14024178,9.814168993
Jhajjar,83,District - Jhajjar ,0,958405,514667,443738,80312,43852,36460,8.379755949,8.520460803,8.216560222,54.602052,45.397948,68.53272238,6.556927981,2.320948302,6.860743102,15.72865823,31.46727762,880072,476475,403597,185020,47623,137397,21.02327991,9.994858072,34.04311727,25.73937953,74.26062047,95.15349692,2.076532267,1.032861312,0.217273808,1.519835693,4.846503081,,-12.64352396,-1.474397269,-25.82655705,-28.86267247,-26.62077454,4.480395714,1.288086989,6.643469294,14.20882254
Mahendragarh,84,District - Mahendragarh ,0,922088,486665,435423,125790,55776,70014,13.64186498,11.46086117,16.07953645,44.34056761,55.65943239,77.35909055,4.944749185,2.043087686,8.773352413,6.879720169,22.64090945,812521,423578,388943,178585,55135,123450,21.97912423,13.01649283,31.73986934,30.87325363,69.12674637,92.14939665,3.57196853,1.249265056,0.533639443,2.495730324,7.850603354,,-8.337259247,-1.555631663,-15.66033289,-13.46731398,-14.7903061,1.372780655,0.79382263,8.239712969,4.383989844
Rewari,85,District - Rewari ,0,900332,474335,425997,86987,34730,52257,9.661658144,7.321829509,12.2669878,39.92550611,60.07449389,70.48524492,9.095611988,2.354374792,9.058824882,9.005943417,29.51475508,765351,403034,362317,272018,137527,134491,35.54160117,34.12292759,37.11970457,50.55805131,49.44194869,83.86503834,7.230036248,2.582182061,1.093677624,5.229065724,16.13496166,,-25.87994303,-26.80109809,-24.85271677,10.6325452,-13.37979342,1.86557574,-0.22780727,7.965147258,3.776877693
Gurgaon,86,District - Gurgaon ,Y,1514432,816690,697742,57242,32348,24894,3.779766936,3.960866424,3.5677944,56.5109535,43.4890465,47.22930715,7.616784878,4.049474162,12.92232976,28.18210405,52.77069285,1660289,886451,773838,246173,135379,110794,14.82711745,15.27202293,14.31746696,54.99343957,45.00656043,83.14396786,6.448716959,3.075479439,2.035560358,5.296275384,16.85603214,,-9.311993748,-9.385732463,-9.226020124,-1.897024712,-24.9254814,-0.079503118,0.473341219,10.77738142,13.75426188
Mewat,87,District - Mewat ,Y,1089263,571162,518101,86355,49345,37010,7.927837446,8.639405283,7.143394821,57.14202999,42.85797001,65.50286608,5.542238434,3.216953274,12.74043194,12.99751028,34.49713392,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-9.311993748,-9.385732463,-9.226020124,-1.897024712,-24.9254814,-0.079503118,0.473341219,10.77738142,13.75426188
Faridabad,88,District - Faridabad ,Y,1809733,966110,843623,83676,54332,29344,4.62366548,5.623790252,3.478330961,64.93140207,35.06859793,18.20713227,12.6224963,4.684736364,10.64940963,53.83622544,81.79286773,2194586,1193063,1001523,175902,82816,93086,8.015270306,6.941460761,9.294444561,47.08076088,52.91923912,88.75737627,5.198349081,1.746995486,1.3240327,2.973246467,11.24262373,,-1.827447315,0.099345969,-4.080506488,-13.57678796,-46.84727791,4.216734997,1.973033522,9.463824799,31.19368459
Palwal,89,District - Palwal ,Y,1042708,554497,488211,92828,52731,40097,8.902588261,9.509699782,8.213047228,56.80505882,43.19494118,63.27616667,6.523893653,2.850433059,10.91265566,16.43685095,36.72383333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-1.827447315,0.099345969,-4.080506488,-13.57678796,-46.84727791,4.216734997,1.973033522,9.463824799,31.19368459
North West,90,District - North West ,0,3656539,1960922,1695617,53575,39034,14541,1.465183333,1.99059422,0.857563943,72.85860943,27.14139057,8.06719552,18.2230518,13.38310779,19.36164256,40.96500233,91.93280448,2860869,1571689,1289180,217121,113746,103375,7.589337366,7.23718242,8.018663026,52.38829961,47.61170039,84.79373253,5.483578281,2.739025705,1.560880799,5.422782688,15.20626747,,-6.124154032,-5.246588199,-7.161099083,-20.47030981,-76.72653701,12.73947352,10.64408209,17.80076176,35.54221965
North,91,District - North ,0,887978,475002,412976,12947,9134,3813,1.458031618,1.922939272,0.923298206,70.54916197,29.45083803,5.043639453,16.78381092,13.79470148,14.62887155,49.7489766,94.95636055,781525,427882,353643,216664,128972,87692,27.72323342,30.14195502,24.79675831,59.52627109,40.47372891,84.6435033,6.307462246,2.820496252,1.850330466,4.378207732,15.3564967,,-26.2652018,-28.21901575,-23.87346011,-11.02289088,-79.59986385,10.47634868,10.97420522,12.77854109,45.37076887
North East,92,District - North East ,0,2241624,1188425,1053199,38698,28174,10524,1.726337691,2.370700717,0.999241359,72.80479611,27.19520389,2.842524161,31.21091529,13.75781694,14.06274226,38.12600134,97.15747584,1768061,956078,811983,159121,87450,71671,8.999746049,9.146743257,8.826662627,54.95817648,45.04182352,81.92256208,8.037908258,3.001489433,1.630834396,5.407205837,18.07743792,,-7.273408359,-6.77604254,-7.827421268,-17.84661963,-79.08003791,23.17300703,10.75632751,12.43190786,32.71879551
East,93,District - East ,0,1709346,907500,801846,24460,17169,7291,1.430956635,1.891900826,0.909276844,70.19215045,29.80784955,2.767784137,15.10220769,14.5053148,14.39901881,53.22567457,97.23221586,1463583,794074,669509,230701,96624,134077,15.76275483,12.16813546,20.02616843,41.88278334,58.11721666,84.87739542,8.003433015,2.27263861,0.777629919,4.068903039,15.12260458,,-14.33179819,-10.27623464,-19.11689159,-28.30936711,-82.10961128,7.098774671,12.23267619,13.62138889,49.15677153
