Table,State_Code,District_Code,District_Name,Rural_or_Urban,Literacy,Total_Population,Male_Population,Female_Population,Total_Main_Workers,Total_Main_Male_Workers,Total_Main_Female_Workers,Total_Marginal_Workers,Total_Marginal_Male_Workers,Total_Marginal_Female_Workers,Seeking_Total_Workers,Seeking_Male_Workers,Seeking_Female_Workers,Total_Person_Nonworkers,Total_Male_Nonworkers,Total_Female_Nonworkers,Total_Person_Nonworkers_Seeking,Total_Male_Nonworkers_Seeking,Total_Female_Nonworkers_Seeking
B0103,01,007,District - Kathua,Urban,Literate,68840,38624,30216,21932,19019,2913,2347,1897,450,1214,917,297,44561,17708,26853,7527,3301,4226
B0103,01,007,District - Kathua,Urban,Literate but below matric/secondary,30513,16621,13892,6357,5836,521,1284,1153,131,569,510,59,22872,9632,13240,1689,740,949
B0103,01,007,District - Kathua,Urban,Matric/secondary but below graduate,26103,15141,10962,9478,8689,789,756,569,187,451,318,133,15869,5883,9986,3630,1704,1926
B0103,01,007,District - Kathua,Urban,Technical diploma or certificate not equal to degree,548,450,98,266,245,21,22,16,6,17,12,5,260,189,71,105,80,25
B0103,01,007,District - Kathua,Urban,Graduate and above other than technical degree,7675,4103,3572,3902,2860,1042,154,71,83,100,34,66,3619,1172,2447,1367,447,920
B0103,01,007,District - Kathua,Urban,Technical degree or diploma equal to degree or post-graduate degree,3067,1793,1274,1595,1111,484,78,47,31,57,31,26,1394,635,759,650,283,367
B0103,01,008,District - Baramula,Total,Total,1008039,534733,473306,187959,169496,18463,116241,80085,36156,68766,50433,18333,703839,285152,418687,99296,40306,58990
B0103,01,008,District - Baramula,Total,Illiterate,462890,197563,265327,50314,43313,7001,56661,35010,21651,29726,20040,9686,355915,119240,236675,26063,4157,21906
B0103,01,008,District - Baramula,Total,Literate,545149,337170,207979,137645,126183,11462,59580,45075,14505,39040,30393,8647,347924,165912,182012,73233,36149,37084
B0103,01,008,District - Baramula,Total,Literate but below matric/secondary,319178,185379,133799,51120,48140,2980,35833,27927,7906,22444,18108,4336,232225,109312,122913,27107,11963,15144
B0103,01,008,District - Baramula,Total,Matric/secondary but below graduate,159462,106366,53096,55993,52337,3656,17401,12751,4650,12178,9164,3014,86068,41278,44790,31207,16080,15127
B0103,01,008,District - Baramula,Total,Technical diploma or certificate not equal to degree,3156,2144,1012,1291,1130,161,337,239,98,240,171,69,1528,775,753,671,377,294
B0103,01,008,District - Baramula,Total,Graduate and above other than technical degree,34925,24251,10674,15909,13306,2603,2966,2088,878,2263,1602,661,16050,8857,7193,9493,5382,4111
B0103,01,008,District - Baramula,Total,Technical degree or diploma equal to degree or post-graduate degree,11948,7352,4596,5703,4087,1616,792,477,315,588,351,237,5453,2788,2665,3385,1700,1685
B0103,01,008,District - Baramula,Rural,Total,825539,432399,393140,132902,119420,13482,105131,72373,32758,61777,45371,16406,587506,240606,346900,76778,31558,45220
B0103,01,008,District - Baramula,Rural,Illiterate,402346,171519,230827,42687,36437,6250,53138,32569,20569,27845,18557,9288,306521,102513,204008,22333,3471,18862
B0103,01,008,District - Baramula,Rural,Literate,423193,260880,162313,90215,82983,7232,51993,39804,12189,33932,26814,7118,280985,138093,142892,54445,28087,26358
B0103,01,008,District - Baramula,Rural,Literate but below matric/secondary,266903,155556,111347,38637,36251,2386,32394,25351,7043,20265,16416,3849,195872,93954,101918,21886,9885,12001
B0103,01,008,District - Baramula,Rural,Matric/secondary but below graduate,115333,76412,38921,34681,32160,2521,14861,10993,3868,10388,7911,2477,65791,33259,32532,23378,12633,10745
B0103,01,008,District - Baramula,Rural,Technical diploma or certificate not equal to degree,1874,1293,581,689,602,87,250,187,63,174,131,43,935,504,431,405,243,162
B0103,01,008,District - Baramula,Rural,Graduate and above other than technical degree,21332,15669,5663,9141,7900,1241,2106,1585,521,1647,1262,385,10085,6184,3901,5853,3727,2126
B0103,01,008,District - Baramula,Rural,Technical degree or diploma equal to degree or post-graduate degree,6645,4507,2138,3092,2417,675,446,312,134,338,242,96,3107,1778,1329,1914,1092,822
B0103,01,008,District - Baramula,Urban,Total,182500,102334,80166,55057,50076,4981,11110,7712,3398,6989,5062,1927,116333,44546,71787,22518,8748,13770
B0103,01,008,District - Baramula,Urban,Illiterate,60544,26044,34500,7627,6876,751,3523,2441,1082,1881,1483,398,49394,16727,32667,3730,686,3044
B0103,01,008,District - Baramula,Urban,Literate,121956,76290,45666,47430,43200,4230,7587,5271,2316,5108,3579,1529,66939,27819,39120,18788,8062,10726
B0103,01,008,District - Baramula,Urban,Literate but below matric/secondary,52275,29823,22452,12483,11889,594,3439,2576,863,2179,1692,487,36353,15358,20995,5221,2078,3143
B0103,01,008,District - Baramula,Urban,Matric/secondary but below graduate,44129,29954,14175,21312,20177,1135,2540,1758,782,1790,1253,537,20277,8019,12258,7829,3447,4382
B0103,01,008,District - Baramula,Urban,Technical diploma or certificate not equal to degree,1282,851,431,602,528,74,87,52,35,66,40,26,593,271,322,266,134,132
B0103,01,008,District - Baramula,Urban,Graduate and above other than technical degree,13593,8582,5011,6768,5406,1362,860,503,357,616,340,276,5965,2673,3292,3640,1655,1985
B0103,01,008,District - Baramula,Urban,Technical degree or diploma equal to degree or post-graduate degree,5303,2845,2458,2611,1670,941,346,165,181,250,109,141,2346,1010,1336,1471,608,863
B0103,01,009,District - Bandipore,Total,Total,392232,207680,184552,75173,64904,10269,74144,36476,37668,36445,23401,13044,242915,106300,136615,30967,13372,17595
B0103,01,009,District - Bandipore,Total,Illiterate,206253,90622,115631,30107,24043,6064,46339,19129,27210,19855,11626,8229,129807,47450,82357,9850,1928,7922
B0103,01,009,District - Bandipore,Total,Literate,185979,117058,68921,45066,40861,4205,27805,17347,10458,16590,11775,4815,113108,58850,54258,21117,11444,9673
B0103,01,009,District - Bandipore,Total,Literate but below matric/secondary,113936,66876,47060,17791,16202,1589,16962,10618,6344,9502,6970,2532,79183,40056,39127,8518,4088,4430
B0103,01,009,District - Bandipore,Total,Matric/secondary but below graduate,51599,35743,15856,19040,17705,1335,7538,4680,2858,4905,3327,1578,25021,13358,11663,8615,4752,3863
B0103,01,009,District - Bandipore,Total,Technical diploma or certificate not equal to degree,575,417,158,261,234,27,71,40,31,53,35,18,243,143,100,102,64,38
B0103,01,009,District - Bandipore,Total,Graduate and above other than technical degree,8860,6450,2410,4258,3603,655,930,614,316,712,484,228,3672,2233,1439,2058,1244,814
B0103,01,009,District - Bandipore,Total,Technical degree or diploma equal to degree or post-graduate degree,3123,2198,925,1682,1292,390,285,171,114,226,126,100,1156,735,421,733,456,277
B0103,01,009,District - Bandipore,Rural,Total,326871,172263,154608,59794,51308,8486,64703,32068,32635,32025,20760,11265,202374,88887,113487,23292,9686,13606
B0103,01,009,District - Bandipore,Rural,Illiterate,178684,79030,99654,25889,20630,5259,41274,16961,24313,17971,10452,7519,111521,41439,70082,8324,1597,6727
B0103,01,009,District - Bandipore,Rural,Literate,148187,93233,54954,33905,30678,3227,23429,15107,8322,14054,10308,3746,90853,47448,43405,14968,8089,6879
B0103,01,009,District - Bandipore,Rural,Literate but below matric/secondary,95319,56151,39168,14303,12934,1369,14790,9472,5318,8356,6280,2076,66226,33745,32481,6643,3233,3410
B0103,01,009,District - Bandipore,Rural,Matric/secondary but below graduate,38557,26954,11603,13726,12741,985,6002,3915,2087,3907,2774,1133,18829,10298,8531,5982,3417,2565
B0103,01,009,District - Bandipore,Rural,Technical diploma or certificate not equal to degree,339,249,90,148,132,16,53,33,20,42,28,14,138,84,54,52,32,20
B0103,01,009,District - Bandipore,Rural,Graduate and above other than technical degree,6192,4609,1583,2905,2486,419,693,487,206,528,381,147,2594,1636,958,1383,861,522
B0103,01,009,District - Bandipore,Rural,Technical degree or diploma equal to degree or post-graduate degree,2292,1671,621,1265,989,276,213,138,75,169,103,66,814,544,270,499,323,176
B0103,01,009,District - Bandipore,Urban,Total,65361,35417,29944,15379,13596,1783,9441,4408,5033,4420,2641,1779,40541,17413,23128,7675,3686,3989
B0103,01,009,District - Bandipore,Urban,Illiterate,27569,11592,15977,4218,3413,805,5065,2168,2897,1884,1174,710,18286,6011,12275,1526,331,1195
B0103,01,009,District - Bandipore,Urban,Literate,37792,23825,13967,11161,10183,978,4376,2240,2136,2536,1467,1069,22255,11402,10853,6149,3355,2794
B0103,01,009,District - Bandipore,Urban,Literate but below matric/secondary,18617,10725,7892,3488,3268,220,2172,1146,1026,1146,690,456,12957,6311,6646,1875,855,1020
B0103,01,009,District - Bandipore,Urban,Matric/secondary but below graduate,13042,8789,4253,5314,4964,350,1536,765,771,998,553,445,6192,3060,3132,2633,1335,1298
B0103,01,009,District - Bandipore,Urban,Technical diploma or certificate not equal to degree,236,168,68,113,102,11,18,7,11,11,7,4,105,59,46,50,32,18
B0103,01,009,District - Bandipore,Urban,Graduate and above other than technical degree,2668,1841,827,1353,1117,236,237,127,110,184,103,81,1078,597,481,675,383,292
B0103,01,009,District - Bandipore,Urban,Technical degree or diploma equal to degree or post-graduate degree,831,527,304,417,303,114,72,33,39,57,23,34,342,191,151,234,133,101
B0103,01,010,District - Srinagar,Total,Total,1236829,651124,585705,330547,289800,40747,76641,43351,33290,43435,25330,18105,829641,317973,511668,166276,64278,101998
B0103,01,010,District - Srinagar,Total,Illiterate,488245,219378,268867,90086,80231,9855,30865,16547,14318,14963,8940,6023,367294,122600,244694,32754,7520,25234
B0103,01,010,District - Srinagar,Total,Literate,748584,431746,316838,240461,209569,30892,45776,26804,18972,28472,16390,12082,462347,195373,266974,133522,56758,76764
B0103,01,010,District - Srinagar,Total,Literate but below matric/secondary,305734,169536,136198,60417,56082,4335,17631,10793,6838,9525,6062,3463,227686,102661,125025,33077,14185,18892
B0103,01,010,District - Srinagar,Total,Matric/secondary but below graduate,248982,151459,97523,92798,85899,6899,15258,9067,6191,10280,5891,4389,140926,56493,84433,55248,24131,31117
B0103,01,010,District - Srinagar,Total,Technical diploma or certificate not equal to degree,22237,13017,9220,7752,6681,1071,1661,972,689,1161,665,496,12824,5364,7460,5785,2734,3051
B0103,01,010,District - Srinagar,Total,Graduate and above other than technical degree,111917,62962,48955,52112,40040,12072,7004,3582,3422,4929,2346,2583,52801,19340,33461,28794,11252,17542
B0103,01,010,District - Srinagar,Total,Technical degree or diploma equal to degree or post-graduate degree,28604,15886,12718,14801,9754,5047,1714,844,870,1227,583,644,12089,5288,6801,6764,2856,3908
B0103,01,010,District - Srinagar,Rural,Total,17313,8916,8397,2923,2737,186,2613,1553,1060,1458,973,485,11777,4626,7151,2232,938,1294
B0103,01,010,District - Srinagar,Rural,Illiterate,9385,4104,5281,1389,1288,101,1704,927,777,891,558,333,6292,1889,4403,768,143,625
B0103,01,010,District - Srinagar,Rural,Literate,7928,4812,3116,1534,1449,85,909,626,283,567,415,152,5485,2737,2748,1464,795,669
B0103,01,010,District - Srinagar,Rural,Literate but below matric/secondary,4965,2873,2092,697,674,23,621,418,203,366,268,98,3647,1781,1866,677,339,338
B0103,01,010,District - Srinagar,Rural,Matric/secondary but below graduate,2175,1416,759,523,498,25,205,152,53,143,104,39,1447,766,681,597,350,247
B0103,01,010,District - Srinagar,Rural,Technical diploma or certificate not equal to degree,89,57,32,20,20,0,21,16,5,12,10,2,48,21,27,19,9,10
B0103,01,010,District - Srinagar,Rural,Graduate and above other than technical degree,451,317,134,210,184,26,23,15,8,18,12,6,218,118,100,127,74,53
B0103,01,010,District - Srinagar,Rural,Technical degree or diploma equal to degree or post-graduate degree,76,50,26,35,28,7,7,3,4,5,2,3,34,19,15,27,13,14
B0103,01,010,District - Srinagar,Urban,Total,1219516,642208,577308,327624,287063,40561,74028,41798,32230,41977,24357,17620,817864,313347,504517,164044,63340,100704
B0103,01,010,District - Srinagar,Urban,Illiterate,478860,215274,263586,88697,78943,9754,29161,15620,13541,14072,8382,5690,361002,120711,240291,31986,7377,24609
B0103,01,010,District - Srinagar,Urban,Literate,740656,426934,313722,238927,208120,30807,44867,26178,18689,27905,15975,11930,456862,192636,264226,132058,55963,76095
B0103,01,010,District - Srinagar,Urban,Literate but below matric/secondary,300769,166663,134106,59720,55408,4312,17010,10375,6635,9159,5794,3365,224039,100880,123159,32400,13846,18554
B0103,01,010,District - Srinagar,Urban,Matric/secondary but below graduate,246807,150043,96764,92275,85401,6874,15053,8915,6138,10137,5787,4350,139479,55727,83752,54651,23781,30870
B0103,01,010,District - Srinagar,Urban,Technical diploma or certificate not equal to degree,22148,12960,9188,7732,6661,1071,1640,956,684,1149,655,494,12776,5343,7433,5766,2725,3041
B0103,01,010,District - Srinagar,Urban,Graduate and above other than technical degree,111466,62645,48821,51902,39856,12046,6981,3567,3414,4911,2334,2577,52583,19222,33361,28667,11178,17489
B0103,01,010,District - Srinagar,Urban,Technical degree or diploma equal to degree or post-graduate degree,28528,15836,12692,14766,9726,5040,1707,841,866,1222,581,641,12055,5269,6786,6737,2843,3894
B0103,01,011,District - Ganderbal,Total,Total,297446,158720,138726,52949,46779,6170,47941,26526,21415,29915,19087,10828,196556,85415,111141,30145,11745,18400
B0103,01,011,District - Ganderbal,Total,Illiterate,154170,68139,86031,18046,15028,3018,28868,13858,15010,16383,9563,6820,107256,39253,68003,10353,1752,8601
B0103,01,011,District - Ganderbal,Total,Literate,143276,90581,52695,34903,31751,3152,19073,12668,6405,13532,9524,4008,89300,46162,43138,19792,9993,9799
B0103,01,011,District - Ganderbal,Total,Literate but below matric/secondary,87723,52021,35702,13641,12556,1085,11777,7929,3848,8097,5851,2246,62305,31536,30769,8532,3898,4634
B0103,01,011,District - Ganderbal,Total,Matric/secondary but below graduate,39500,27723,11777,15282,14117,1165,5114,3309,1805,3852,2597,1255,19104,10297,8807,8133,4327,3806
B0103,01,011,District - Ganderbal,Total,Technical diploma or certificate not equal to degree,1134,776,358,442,368,74,195,122,73,163,103,60,497,286,211,247,144,103
B0103,01,011,District - Ganderbal,Total,Graduate and above other than technical degree,8312,5843,2469,3706,3177,529,834,546,288,660,447,213,3772,2120,1652,1927,1119,808
B0103,01,011,District - Ganderbal,Total,Technical degree or diploma equal to degree or post-graduate degree,1691,1162,529,873,664,209,129,88,41,95,60,35,689,410,279,456,263,193
B0103,01,011,District - Ganderbal,Rural,Total,250407,133715,116692,43132,38380,4752,41366,23734,17632,25596,16905,8691,165909,71601,94308,24420,9552,14868
B0103,01,011,District - Ganderbal,Rural,Illiterate,132927,58831,74096,15429,12928,2501,25469,12778,12691,14399,8748,5651,92029,33125,58904,8824,1512,7312
B0103,01,011,District - Ganderbal,Rural,Literate,117480,74884,42596,27703,25452,2251,15897,10956,4941,11197,8157,3040,73880,38476,35404,15596,8040,7556
B0103,01,011,District - Ganderbal,Rural,Literate but below matric/secondary,73982,44100,29882,10942,10139,803,10219,7110,3109,7004,5201,1803,52821,26851,25970,7250,3391,3859
B0103,01,011,District - Ganderbal,Rural,Matric/secondary but below graduate,31334,22494,8840,12523,11617,906,4062,2741,1321,3051,2141,910,14749,8136,6613,6122,3343,2779
B0103,01,011,District - Ganderbal,Rural,Technical diploma or certificate not equal to degree,752,521,231,255,214,41,125,85,40,102,73,29,372,222,150,172,105,67
B0103,01,011,District - Ganderbal,Rural,Graduate and above other than technical degree,6062,4324,1738,2629,2317,312,544,365,179,428,300,128,2889,1642,1247,1333,813,520
B0103,01,011,District - Ganderbal,Rural,Technical degree or diploma equal to degree or post-graduate degree,1096,780,316,560,440,120,78,55,23,58,39,19,458,285,173,299,179,120
B0103,01,011,District - Ganderbal,Urban,Total,47039,25005,22034,9817,8399,1418,6575,2792,3783,4319,2182,2137,30647,13814,16833,5725,2193,3532
B0103,01,011,District - Ganderbal,Urban,Illiterate,21243,9308,11935,2617,2100,517,3399,1080,2319,1984,815,1169,15227,6128,9099,1529,240,1289
B0103,01,011,District - Ganderbal,Urban,Literate,25796,15697,10099,7200,6299,901,3176,1712,1464,2335,1367,968,15420,7686,7734,4196,1953,2243
B0103,01,011,District - Ganderbal,Urban,Literate but below matric/secondary,13741,7921,5820,2699,2417,282,1558,819,739,1093,650,443,9484,4685,4799,1282,507,775
B0103,01,011,District - Ganderbal,Urban,Matric/secondary but below graduate,8166,5229,2937,2759,2500,259,1052,568,484,801,456,345,4355,2161,2194,2011,984,1027
B0103,01,011,District - Ganderbal,Urban,Technical diploma or certificate not equal to degree,382,255,127,187,154,33,70,37,33,61,30,31,125,64,61,75,39,36
B0103,01,011,District - Ganderbal,Urban,Graduate and above other than technical degree,2250,1519,731,1077,860,217,290,181,109,232,147,85,883,478,405,594,306,288
B0103,01,011,District - Ganderbal,Urban,Technical degree or diploma equal to degree or post-graduate degree,595,382,213,313,224,89,51,33,18,37,21,16,231,125,106,157,84,73
B0103,01,012,District - Pulwama,Total,Total,560440,293064,267376,98306,89170,9136,90114,49258,40856,49614,32523,17091,372020,154636,217384,64006,24856,39150
B0103,01,012,District - Pulwama,Total,Illiterate,266482,114738,151744,25415,22415,3000,44911,20045,24866,20993,12189,8804,196156,72278,123878,15717,2531,13186
B0103,01,012,District - Pulwama,Total,Literate,293958,178326,115632,72891,66755,6136,45203,29213,15990,28621,20334,8287,175864,82358,93506,48289,22325,25964
B0103,01,012,District - Pulwama,Total,Literate but below matric/secondary,148254,83432,64822,22770,21396,1374,22340,14092,8248,13400,9616,3784,103144,47944,55200,14996,5905,9091
B0103,01,012,District - Pulwama,Total,Matric/secondary but below graduate,104952,67966,36986,34247,32025,2222,17171,11424,5747,11270,8016,3254,53534,24517,29017,22686,10755,11931
B0103,01,012,District - Pulwama,Total,Technical diploma or certificate not equal to degree,2624,1663,961,955,787,168,370,245,125,271,190,81,1299,631,668,670,351,319
B0103,01,012,District - Pulwama,Total,Graduate and above other than technical degree,24387,16669,7718,9968,8503,1465,3062,2110,952,2336,1606,730,11357,6056,5301,7198,3898,3300
B0103,01,012,District - Pulwama,Total,Technical degree or diploma equal to degree or post-graduate degree,6772,4530,2242,3209,2466,743,594,377,217,463,287,176,2969,1687,1282,1943,1079,864
B0103,01,012,District - Pulwama,Rural,Total,479978,248096,231882,77399,69977,7422,80173,43962,36211,44112,29448,14664,322406,134157,188249,54651,21355,33296
B0103,01,012,District - Pulwama,Rural,Illiterate,234799,100867,133932,22078,19471,2607,41266,18600,22666,19138,11316,7822,171455,62796,108659,14006,2219,11787
B0103,01,012,District - Pulwama,Rural,Literate,245179,147229,97950,55321,50506,4815,38907,25362,13545,24974,18132,6842,150951,71361,79590,40645,19136,21509
B0103,01,012,District - Pulwama,Rural,Literate but below matric/secondary,129375,72714,56661,19245,18071,1174,19861,12764,7097,11975,8827,3148,90269,41879,48390,13145,5145,8000
