CleanArea,DistrictCode,Area,DistrictBroken,TotalPopulation2011,TotalMales2011,TotalFemales2011,TotalWorkers2011,TotalWorkersMale2011,TotalWorkersFemale2011,MainWorkers2011,MainWorkersMale2011,MainWorkersFemale2011,PerMainWorkers2011,PerMainMale2011,PerMainFemale2011,PerMainWorkersMale2011,PerMainWorkersFemale2011,Agriculture2011,Manufacturing2011,WholesaleRetail2011,Construction2011,Services2011,NonAgriculture2011,TotalPopulation2001,TotalMales2001,TotalFemales2001,TotalWorkers2001,TotalMaleWorkers2001,TotalFemaleWorkers2001,MainWorkersTotal2001,MainWorkersMale2001,MainWorkerFemale2001,PerMainWorkers2001,PerMainMale2001,PerMainFemale2001,PerMainWorkersMale2001,PerMainWorkersFemale2001,Agriculture2001,Manufacturing2001,WholesaleRetail2001,Construction2001,Services2001,NonAgriculture2001,PPChangeinMain,PPChangeinMainMale,PPChangeinMainFemale,PPChangeinFemaleParticipation,PPChangeAgriculture,PPChangeinManufacturing,PPChangeinWholesale,PPChangeinConstruction,PPChangeinServices
Nalbari,323,District - Nalbari ,YM,771639,396006,375633,268210,210806,57404,197354,173094,24260,73.58189478,82.11056611,42.26186328,87.70736849,12.29263151,39.03442545,7.153642693,12.21662596,8.327168438,33.26813746,60.96557455,1148824,592375,556449,498471,299728,198743,283853,239641,44212,56.94473701,79.95282389,22.24581495,84.42433231,15.57566769,53.87436455,7.691305006,9.036719711,3.297129148,26.10048159,46.12563545,2.006033946,2.272861587,2.302102763,3.241887681,-0.658664718,-1.148547203,-0.445711609,2.296541982,-0.043618453
Baksa,324,District - Baksa ,YM,950075,481330,468745,406548,266263,140285,277780,215520,62260,68.32649527,80.94252675,44.38108137,77.58657931,22.41342069,64.9377205,4.898480812,5.672114623,4.682122543,19.80956152,35.0622795,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.006033946,2.272861587,2.302102763,3.241887681,-0.658664718,-1.148547203,-0.445711609,2.296541982,-0.043618453
Darrang,325,District - Darrang ,YM,928500,475273,453227,325935,247829,78106,242117,210509,31608,74.2838296,84.94122964,40.46808184,86.94515462,13.05484538,65.73392203,4.679555752,7.492245485,4.274792765,17.81948397,34.26607797,1504320,773861,730459,530553,399458,131095,404914,343916,60998,76.31923672,86.09565962,46.52961593,84.93556656,15.06443344,68.82597292,5.006495206,7.455904217,2.295549178,16.41607848,31.17402708,1.60921025,1.30240884,2.316172365,3.213235056,-1.100921896,-0.662142222,-0.426179498,2.237637901,-0.048394285
Udalguri,326,District - Udalguri ,YM,831668,421617,410051,344584,230520,114064,252766,194366,58400,73.35395724,84.3163283,51.19932669,76.89562679,23.10437321,71.9186916,3.878686216,5.725453582,4.125554861,14.35161375,28.0813084,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.60921025,1.30240884,2.316172365,3.213235056,-1.100921896,-0.662142222,-0.426179498,2.237637901,-0.048394285
Darjiling,327,District - Darjiling ,0,1846823,937259,909564,685847,481416,204431,536271,399004,137267,78.19105427,82.8813334,67.14588296,74.40342663,25.59657337,34.882923,6.859218567,12.64957456,8.343169778,37.26511409,65.117077,1609172,830644,778528,619487,407987,211500,478115,358647,119468,77.17918213,87.90647741,56.48605201,75.01270615,24.98729385,35.80331092,8.446712611,12.66473547,5.445760957,37.63948004,64.19668908,1.011872143,-5.025144012,10.65983095,0.609279522,-0.920387919,-1.587494044,-0.015160909,2.897408821,-0.374365948
Jalpaiguri,328,District - Jalpaiguri ,0,3872846,1983064,1889782,1512853,1091669,421184,1154443,922725,231718,76.30900028,84.52424682,55.01586005,79.92815583,20.07184417,51.86059424,7.37515841,11.2465492,7.305860922,22.21183722,48.13940576,3401173,1751145,1650028,1242350,886242,356108,1023194,816626,206568,82.35956051,92.14480921,58.00712144,79.81145316,20.18854684,53.66753519,8.913852114,11.8160388,4.542833519,21.05974038,46.33246481,-6.050560231,-7.620562387,-2.991261383,-0.116702674,-1.806940946,-1.538693704,-0.569489595,2.763027402,1.152096842
Koch Bihar,329,District - Koch Bihar ,0,2819086,1451542,1367544,1126280,843900,282380,885123,748633,136490,78.58818411,88.71110321,48.33557617,84.57954431,15.42045569,67.0680798,7.659048516,7.177759475,3.357499466,14.73761274,32.9319202,2479155,1272094,1207061,935993,689017,246976,748047,633726,114321,79.92014898,91.97537942,46.28830332,84.71740412,15.28259588,65.665259,9.257306025,8.29867642,2.595425154,14.1833334,34.334741,-1.331964865,-3.264276206,2.047272857,0.137859808,1.402820802,-1.598257508,-1.120916945,0.762074312,0.554279338
Uttar Dinajpur,330,District - Uttar Dinajpur ,0,3007134,1551066,1456068,1077033,800327,276706,825835,689858,135977,76.67685206,86.19701697,49.1413269,83.53460437,16.46539563,66.39837256,7.996028262,7.430539999,3.855491714,14.31956747,33.60162744,2441794,1259737,1182057,974505,667381,307124,712299,582971,129328,73.09341666,87.35205228,42.10937602,81.84357973,18.15642027,70.22009016,7.95592862,8.166093172,1.986384931,11.67150312,29.77990984,3.583435398,-1.155035307,7.031950878,-1.691024637,-3.821717603,0.040099642,-0.735553173,1.869106783,2.648064349
Dakshin Dinajpur,331,District - Dakshin Dinajpur ,0,1676276,857199,819077,704126,499916,204210,527746,428197,99549,74.95050602,85.65378984,48.74834729,81.13694846,18.86305154,66.40353503,7.761309418,7.208012946,2.145350225,16.48179238,33.59646497,1503178,770335,732843,622996,434223,188773,471808,385641,86167,75.73210743,88.81173959,45.64582859,81.73685058,18.26314942,67.53658268,9.622134428,7.905758275,1.607009631,13.32851499,32.46341732,-0.781601412,-3.157949753,3.102518702,0.599902127,-1.133047644,-1.86082501,-0.697745329,0.538340594,3.153277388
Maldah,332,District - Maldah ,0,3988845,2051541,1937304,1537508,1086206,451302,1050569,851715,198854,68.32933552,78.41192186,44.06229088,81.0717811,18.9282189,53.56268841,15.63600297,7.465383045,8.770104581,14.565821,46.43731159,3290468,1689406,1601062,1126788,808141,318647,962708,754771,207937,85.43825458,93.39595442,65.25622397,78.40082351,21.59917649,54.91114647,19.48098489,8.562720991,4.248951915,12.79619573,45.08885353,-17.10891906,-14.98403256,-21.19393309,-2.670957591,-1.348458065,-3.844981922,-1.097337946,4.521152667,1.769625267
Murshidabad,333,District - Murshidabad ,0,7103807,3627564,3476243,2589929,1985216,604713,2022156,1662069,360087,78.07766159,83.72232543,59.5467602,82.19291687,17.80708313,49.34569835,20.09953733,7.453183632,9.908533268,13.19304742,50.65430165,5866569,3005000,2861569,1944910,1476477,468433,1681447,1378993,302454,86.45371765,93.39752668,64.56718463,82.01227871,17.98772129,49.68458714,24.99371077,9.242634469,5.159187295,10.91988032,50.31541286,-8.376056064,-9.67520125,-5.020424436,-0.180638157,-0.338888791,-4.894173449,-1.789450837,4.749345973,2.273167103
Birbhum,334,District - Birbhum ,0,3502404,1790920,1711484,1330270,1028704,301566,911526,784420,127106,68.52187902,76.25322736,42.14865071,86.05569123,13.94430877,60.50447272,10.16734575,7.657927475,4.4839094,17.18634466,39.49552728,3015422,1546633,1468789,942822,754406,188416,835060,714572,120488,88.57027095,94.7198193,63.94786005,85.57133619,14.42866381,58.56333677,12.82195291,9.373937202,3.279644576,15.96112854,41.43666323,-20.04839194,-18.46659194,-21.79920934,-0.484355034,1.941135953,-2.654607166,-1.716009727,1.204264824,1.225216116
Barddhaman,335,District - Barddhaman ,0,7717563,3966889,3750674,2912767,2294336,618431,2168659,1840070,328589,74.45356941,80.20054604,53.13268578,84.84828643,15.15171357,42.60273284,14.87011098,11.31049188,6.660290991,24.55637332,57.39726716,6895514,3588376,3307138,1986380,1670549,315831,1920264,1642679,277585,96.67153314,98.33168617,87.89035908,85.54443556,14.45556444,42.61653606,19.86976791,12.68138131,3.737090317,21.09522441,57.38346394,-22.21796373,-18.13114013,-34.7576733,0.696149127,-0.013803219,-4.99965693,-1.370889435,2.923200674,3.46114891
Nadia,336,District - Nadia ,0,5167600,2653768,2513832,1842617,1554426,288191,1596016,1405383,190633,86.61680642,90.41170181,66.14814481,88.05569618,11.94430382,48.39982807,16.38517408,11.17933655,5.236351014,18.79931028,51.60017193,4604827,2366853,2237974,1459036,1231539,227497,1399649,1212117,187532,95.92970975,98.42294885,82.43273538,86.60149795,13.39850205,46.20129761,21.67336239,12.38517657,3.116995761,16.62316767,53.79870239,-9.312903331,-8.011247035,-16.28459057,-1.454198237,2.198530461,-5.28818831,-1.205840021,2.119355253,2.176142617
North Twenty Four Parganas,337,District - North Twenty Four Parganas ,0,10009781,5119389,4890392,3570746,2945698,625048,3054655,2631446,423209,85.54668968,89.33183239,67.70824001,86.14544032,13.85455968,24.27920665,17.20711504,15.90893243,7.399100717,35.20564515,75.72079335,8934286,4638756,4295530,2814459,2385543,428916,2627438,2309641,317797,93.35499291,96.8182506,74.09306251,87.90468129,12.09531871,24.51521216,22.40585696,17.26807635,5.076047465,30.73480706,75.48478784,-7.80830323,-7.486418216,-6.384822504,1.759240971,-0.236005504,-5.198741918,-1.359143922,2.323053252,4.470838092
Hugli,338,District - Hugli ,0,5519145,2814653,2704492,2152432,1713474,438958,1713488,1462799,250689,79.60706773,85.37036453,57.11001964,85.36966702,14.63033298,36.36319601,20.8684858,12.46264929,4.986086859,25.31958205,63.63680399,5041976,2589625,2452351,1653109,1362065,291044,1533584,1315008,218576,92.76968427,96.54517222,75.10067206,85.74737347,14.25262653,37.30933552,23.34805267,13.35864224,3.851109558,22.13286002,62.69066448,-13.16261655,-11.17480769,-17.99065243,0.377706454,-0.94613951,-2.479566864,-0.895992953,1.134977301,3.186722026
Bankura,339,District - Bankura ,0,3596674,1838095,1758579,1465499,1050168,415331,915825,761666,154159,62.49236608,72.52801457,37.11714271,83.16719897,16.83280103,60.44855731,8.835749188,7.732918407,4.893511315,18.08926378,39.55144269,3192695,1636002,1556693,1209718,891439,318279,950706,766209,184497,78.5890596,85.95192716,57.96706663,80.59368511,19.40631489,64.28180741,11.39132392,7.819136515,2.382860737,14.12487141,35.71819259,-16.09669352,-13.4239126,-20.84992392,-2.57351386,-3.833250103,-2.555574733,-0.086218108,2.510650578,3.964392367
Puruliya,340,District - Puruliya ,0,2930115,1496996,1433119,1249735,801643,448092,613525,493087,120438,49.09240759,61.50954976,26.87796256,80.3695041,19.6304959,49.73440365,14.12362984,7.909376146,7.326188827,20.90640153,50.26559635,2536516,1298078,1238438,810598,558554,252044,639585,492952,146633,78.90285937,88.25502995,58.17754043,77.0737275,22.9262725,59.76922536,13.38571105,7.861503944,2.666729207,16.31683044,40.23077464,-29.81045178,-26.74548019,-31.29957787,-3.2957766,-10.03482171,0.737918797,0.047872202,4.65945962,4.589571087
Haora,341,District - Haora ,0,4850029,2500819,2349210,1821723,1499943,321780,1497725,1306133,191592,82.21474944,87.07884233,59.54130151,87.20779849,12.79220151,13.26738887,39.81151413,14.56148492,4.144686107,28.21492597,86.73261113,4273099,2241898,2031201,1379028,1165951,213077,1221395,1108517,112878,88.56926763,95.074064,52.97521553,90.7582723,9.241727697,13.96395106,40.50630631,16.40083675,3.787063153,25.34184273,86.03604894,-6.354518186,-7.995221675,6.566085978,3.550473809,-0.696562183,-0.694792184,-1.839351829,0.357622954,2.873083242
Kolkata,342,District - Kolkata ,0,4496694,2356766,2139928,1793438,1410935,382503,1574263,1292511,281752,87.77905899,91.60670052,73.66007587,82.10260928,17.89739072,1.317378354,15.33111049,22.17971203,4.733897703,56.43790142,98.68262165,4572876,2500040,2072836,1874174,1484113,390061,1624811,1387320,237491,86.69477861,93.47805726,60.88560507,85.38346922,14.61653078,0.947248634,19.8509242,24.00057607,4.022129343,51.17912176,99.05275137,1.084280385,-1.871356743,12.7744708,3.280859931,0.37012972,-4.519813706,-1.820864037,0.71176836,5.258779662
South Twenty Four Parganas,343,District - South Twenty Four Parganas ,0,8161961,4173778,3988183,2964887,2356913,607974,2004214,1749105,255109,67.59832668,74.21169131,41.96051147,87.27136923,12.72863077,35.02430379,20.67364064,11.73901589,6.915229611,25.64781006,64.97569621,6906689,3564993,3341696,1857918,1581844,276074,1690462,1521258,169204,90.98690039,96.16991309,61.28936445,89.99066527,10.00933473,39.16840485,20.50806229,13.76736064,4.480964375,22.07520784,60.83159515,-23.38857371,-21.95822178,-19.32885298,2.719296049,-4.144101058,0.165578346,-2.028344745,2.434265236,3.572602222
Paschim Medinipur,344,District - Paschim Medinipur ,Y,5913457,3007885,2905572,2511392,1759202,752190,1512149,1253980,258169,60.21158784,71.28118317,34.32231218,82.92701314,17.07298686,62.06425425,9.489210389,6.551999836,3.116161172,18.77837435,37.93574575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.172872555,-3.488995229,-0.83073786,-0.355267416,-1.609840529,-1.632464395,-1.237847364,1.551515047,2.928637242
Purba Medinipur,345,District - Purba Medinipur ,Y,5095875,2629834,2466041,1910329,1516916,393413,1128836,1002087,126749,59.09118272,66.06081022,32.21779656,88.7717082,11.2282918,47.72774787,14.25902434,8.94523208,6.716033153,22.35196255,52.27225213,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.172872555,-3.488995229,-0.83073786,-0.355267416,-1.609840529,-1.632464395,-1.237847364,1.551515047,2.928637242
Garhwa,346,District - Garhwa ,0,1322784,683575,639209,571255,335254,236001,174921,135057,39864,30.62047597,40.28497796,16.89145385,77.2102835,22.7897165,60.94179658,7.726345036,6.217663974,6.12962423,18.98457018,39.05820342,1035464,535332,500132,467419,266609,200810,229511,187329,42182,49.1017695,70.2635695,21.005926,81.62092449,18.37907551,80.40921786,7.144755589,4.266462174,1.19863536,6.980929019,19.59078214,-18.48129353,-29.97859154,-4.11447215,4.410640988,-19.46742128,0.581589447,1.9512018,4.930988871,12.00364116
Chatra,347,District - Chatra ,0,1042886,533935,508951,397535,251087,146448,195483,145548,49935,49.17378344,57.96715879,34.09742707,74.45557926,25.54442074,72.32291299,5.504314953,4.209573211,2.790523984,15.17267486,27.67708701,791434,404067,387367,277465,169214,108251,193366,147020,46346,69.6902312,86.88406397,42.81346131,76.0319808,23.9680192,79.19799758,8.280152664,3.429248162,1.10722671,7.985374885,20.80200242,-20.51644776,-28.91690517,-8.716034234,1.576401546,-6.87508459,-2.775837711,0.780325049,1.683297274,7.187299977
Kodarma,348,District - Kodarma ,0,716259,367222,349037,257275,173802,83473,143170,117798,25372,55.64862501,67.77712569,30.39545721,82.27841028,17.72158972,45.24411539,12.09052176,9.943423902,7.815883216,24.90605574,54.75588461,499403,249549,249854,263086,150906,112180,110568,91903,18665,42.02732186,60.90082568,16.63843822,83.1189856,16.8810144,53.42594602,12.71977426,12.04959844,4.420808914,17.38387237,46.57405398,13.62130315,6.876300015,13.75701899,0.84057532,-8.181830637,-0.629252499,-2.106174536,3.395074302,7.52218337
Giridih,349,District - Giridih ,0,2445474,1258098,1187376,1036911,624082,412829,413537,327841,85696,39.88162919,52.53171859,20.75823162,79.27730771,20.72269229,52.42940777,9.662013314,7.696530177,8.097461654,22.11458709,47.57059223,1904430,960679,943751,619365,397013,222352,340151,291640,48511,54.91931252,73.45855174,21.81720875,85.73839266,14.26160734,65.58646013,11.05156239,7.060687753,3.788317541,12.51297218,34.41353987,-15.03768334,-20.92683315,-1.058977134,6.461084941,-13.15705236,-1.38954908,0.635842424,4.309144113,9.601614907
Deoghar,350,District - Deoghar ,0,1492073,775022,717051,552201,384137,168064,298123,238953,59170,53.98813113,62.20515077,35.20682597,80.1524874,19.8475126,48.60309335,12.94297991,8.382446172,6.999124522,23.07235604,51.39690665,1165390,608878,556512,679795,423008,256787,278330,236184,42146,40.94322553,55.83440502,16.41282464,84.8575432,15.1424568,59.12909137,16.10534258,7.285236949,3.05644379,14.42388532,40.87090863,13.0449056,6.370745743,18.79400133,4.705055808,-10.52599801,-3.162362668,1.097209223,3.942680733,8.648470725
Godda,351,District - Godda ,0,1313551,677927,635624,552213,344124,208089,235667,182460,53207,42.67682941,53.02158524,25.56934773,77.42280421,22.57719579,70.38448319,6.856708831,4.501266618,3.519372674,14.73816869,29.61551681,1047939,544043,503896,414836,323193,91643,238051,197847,40204,57.38436394,61.21636298,43.87023559,83.11118206,16.88881794,76.28785428,9.210211257,4.139029032,1.656367753,8.706537675,23.71214572,-14.70753453,-8.194777736,-18.30088786,5.688377847,-5.903371093,-2.353502427,0.362237586,1.863004921,6.031631012
Sahibganj,352,District - Sahibganj ,0,1150567,589391,561176,490437,296094,194343,323253,227490,95763,65.91121795,76.83033091,49.27525046,70.37521694,29.62478306,60.67043461,17.74275877,4.759739275,4.488744111,12.33832323,39.32956539,927770,477662,450108,338782,250478,88304,277514,207157,70357,81.91521391,82.70466867,79.67589237,74.64740518,25.35259482,64.39278739,19.80188387,4.984253047,1.946928804,8.87414689,35.60721261,-16.00399596,-5.874337765,-30.40064191,4.272188241,-3.722352778,-2.059125101,-0.224513771,2.541815307,3.464176343
Pakur,353,District - Pakur ,0,900422,452661,447761,404410,234057,170353,251676,167819,83857,62.23288247,71.70005597,49.2254319,66.68057344,33.31942656,50.72315199,29.84233697,4.141038478,3.97733594,11.31613662,49.27684801,701664,358545,343119,460344,259846,200498,210660,155504,55156,45.76143058,59.84467723,27.50950134,73.81752587,26.18247413,62.98585398,23.83841261,4.419443653,1.38754391,7.368745846,37.01414602,16.47145189,11.85537874,21.71593056,7.136952435,-12.26270199,6.003924365,-0.278405175,2.58979203,3.947390774
Dhanbad,354,District - Dhanbad ,0,2684487,1405956,1278531,846422,661119,185303,547855,478490,69365,64.72598775,72.37577501,37.43328494,87.33880315,12.66119685,11.94567906,25.18421845,15.11093264,13.1662575,34.59291236,88.05432094,2397102,1278946,1118156,734124,533144,200980,486936,447828,39108,66.32884908,83.99756914,19.4586526,91.96855439,8.031445611,16.11402731,39.0683786,13.80633184,5.800351586,25.21091067,83.88597269,-1.602861331,-11.62179413,17.97463234,4.629751239,-4.168348248,-13.88416014,1.304600799,7.365905909,9.382001684
Bokaro,355,District - Bokaro ,0,2062330,1072807,989523,684301,506266,178035,379407,326765,52642,55.44446084,64.54413293,29.5683433,86.1251901,13.8748099,20.95348794,23.89386595,11.64685944,12.33635647,31.16943019,79.04651206,1777662,938436,839226,454697,344103,110594,329610,301740,27870,72.49003182,87.6888606,25.20028211,91.54455265,8.455447347,33.91250265,31.2302418,9.862868238,4.285974333,20.70841297,66.08749735,-17.04557098,-23.14472768,4.36806119,5.419362554,-12.95901471,-7.336375847,1.783991203,8.050382139,10.46101722
Lohardaga,356,District - Lohardaga ,0,461790,232629,229161,221652,121758,99894,103264,71146,32118,46.5883457,58.43230014,32.15208121,68.89719554,31.10280446,72.47056089,4.127285404,5.780330028,2.15951348,15.4623102,27.52943911,364521,184507,180014,199139,100463,98676,101025,69116,31909,50.73089651,68.79746772,32.33714378,68.41474882,31.58525118,77.85795595,7.052709725,4.897797575,1.276911656,8.914625093,22.14204405,-4.142550814,-10.36516759,-0.185062578,-0.482446713,-5.387395059,-2.925424321,0.882532453,0.882601824,6.547685102
Purbi Singhbhum,357,District - Purbi Singhbhum ,0,2293919,1176902,1117017,837471,617232,220239,529986,446216,83770,63.28410178,72.29307619,38.03595185,84.1939221,15.8060779,17.81650836,27.24260641,12.71958127,12.13164121,30.08966275,82.18349164,1982988,1027433,955555,658221,449548,208673,452726,380500,72226,68.7802425,84.64057231,34.61204852,84.04642101,15.95357899,32.2691871,25.13484978,12.28513494,6.253672199,24.05715598,67.7308129,-5.496140724,-12.34749612,3.423903336,-0.14750109,-14.45267874,2.107756632,0.434446334,5.877969014,6.032506762
